Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Administrative Arrests
Other Immigration Violator,New York City,COLOMBIA,2022,1,2,Nov 2021,15
Other Immigration Violator,New York City,COLOMBIA,2022,1,1,Oct 2021,30
Other Immigration Violator,New York City,COLOMBIA,2022,2,5,Feb 2022,30
Other Immigration Violator,New York City,COLOMBIA,2022,2,6,Mar 2022,91
Other Immigration Violator,New York City,COLOMBIA,2022,2,4,Jan 2022,21
Other Immigration Violator,New York City,COLOMBIA,2022,3,7,Apr 2022,103
Other Immigration Violator,New York City,COLOMBIA,2022,3,8,May 2022,170
Other Immigration Violator,New York City,COLOMBIA,2022,3,9,Jun 2022,150
Other Immigration Violator,New York City,COLOMBIA,2022,4,10,Jul 2022,207
Other Immigration Violator,New York City,COLOMBIA,2022,4,11,Aug 2022,270
Other Immigration Violator,New York City,COLOMBIA,2022,4,12,Sep 2022,75
Other Immigration Violator,New York City,COLOMBIA,2023,1,3,Dec 2022,138
Other Immigration Violator,New York City,COLOMBIA,2023,1,2,Nov 2022,147
Other Immigration Violator,New York City,COLOMBIA,2023,1,1,Oct 2022,89
Other Immigration Violator,New York City,COLOMBIA,2023,2,5,Feb 2023,125
Other Immigration Violator,New York City,COLOMBIA,2023,2,6,Mar 2023,107
Other Immigration Violator,New York City,COLOMBIA,2023,2,4,Jan 2023,162
Other Immigration Violator,New York City,COLOMBIA,2023,3,7,Apr 2023,147
Other Immigration Violator,New York City,COLOMBIA,2023,3,8,May 2023,133
Other Immigration Violator,New York City,COLOMBIA,2023,3,9,Jun 2023,90
Other Immigration Violator,New York City,COLOMBIA,2023,4,10,Jul 2023,129
Other Immigration Violator,New York City,COLOMBIA,2023,4,11,Aug 2023,96
Other Immigration Violator,New York City,COLOMBIA,2023,4,12,Sep 2023,69
Other Immigration Violator,New York City,COLOMBIA,2024,1,3,Dec 2023,45
Other Immigration Violator,New York City,COLOMBIA,2024,1,2,Nov 2023,43
Other Immigration Violator,New York City,COLOMBIA,2024,1,1,Oct 2023,46
Other Immigration Violator,New York City,COLOMBIA,2024,2,5,Feb 2024,47
Other Immigration Violator,New York City,COLOMBIA,2024,2,6,Mar 2024,48
Other Immigration Violator,New York City,COLOMBIA,2024,2,4,Jan 2024,35
Other Immigration Violator,New York City,COLOMBIA,2024,3,7,Apr 2024,23
Other Immigration Violator,New York City,COLOMBIA,2024,3,8,May 2024,30
Other Immigration Violator,New York City,COLOMBIA,2024,3,9,Jun 2024,15
Other Immigration Violator,New York City,COLOMBIA,2024,4,10,Jul 2024,16
Other Immigration Violator,New York City,COLOMBIA,2024,4,11,Aug 2024,19
Other Immigration Violator,New York City,CUBA,2023,1,3,Dec 2022,13
Other Immigration Violator,New York City,CUBA,2023,3,7,Apr 2023,12
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,1,3,Dec 2022,29
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,1,1,Oct 2022,16
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,2,5,Feb 2023,74
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,2,6,Mar 2023,52
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,2,4,Jan 2023,51
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,3,7,Apr 2023,30
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,3,8,May 2023,25
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,3,9,Jun 2023,25
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,4,10,Jul 2023,51
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,4,11,Aug 2023,39
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2023,4,12,Sep 2023,29
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,1,3,Dec 2023,38
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,1,2,Nov 2023,23
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,1,1,Oct 2023,31
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,2,5,Feb 2024,26
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,2,6,Mar 2024,37
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,2,4,Jan 2024,33
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,3,7,Apr 2024,48
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,3,8,May 2024,56
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,3,9,Jun 2024,41
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,4,10,Jul 2024,18
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,4,11,Aug 2024,10
Other Immigration Violator,New York City,DOMINICAN REPUBLIC,2024,4,12,Sep 2024,14
Other Immigration Violator,New York City,ECUADOR,2021,3,7,Apr 2021,12
Other Immigration Violator,New York City,ECUADOR,2021,3,8,May 2021,85
Other Immigration Violator,New York City,ECUADOR,2021,3,9,Jun 2021,247
Other Immigration Violator,New York City,ECUADOR,2021,4,10,Jul 2021,393
Other Immigration Violator,New York City,ECUADOR,2021,4,11,Aug 2021,463
Other Immigration Violator,New York City,ECUADOR,2021,4,12,Sep 2021,707
Other Immigration Violator,New York City,ECUADOR,2022,1,3,Dec 2021,566
Other Immigration Violator,New York City,ECUADOR,2022,1,2,Nov 2021,675
Other Immigration Violator,New York City,ECUADOR,2022,1,1,Oct 2021,501
Other Immigration Violator,New York City,ECUADOR,2022,2,5,Feb 2022,465
Other Immigration Violator,New York City,ECUADOR,2022,2,6,Mar 2022,643
Other Immigration Violator,New York City,ECUADOR,2022,2,4,Jan 2022,505
Other Immigration Violator,New York City,ECUADOR,2022,3,7,Apr 2022,440
Other Immigration Violator,New York City,ECUADOR,2022,3,8,May 2022,373
Other Immigration Violator,New York City,ECUADOR,2022,3,9,Jun 2022,204
Other Immigration Violator,New York City,ECUADOR,2022,4,10,Jul 2022,111
Other Immigration Violator,New York City,ECUADOR,2022,4,11,Aug 2022,87
Other Immigration Violator,New York City,ECUADOR,2022,4,12,Sep 2022,119
Other Immigration Violator,New York City,ECUADOR,2023,1,3,Dec 2022,96
Other Immigration Violator,New York City,ECUADOR,2023,1,2,Nov 2022,122
Other Immigration Violator,New York City,ECUADOR,2023,1,1,Oct 2022,120
Other Immigration Violator,New York City,ECUADOR,2023,2,5,Feb 2023,308
Other Immigration Violator,New York City,ECUADOR,2023,2,6,Mar 2023,205
Other Immigration Violator,New York City,ECUADOR,2023,2,4,Jan 2023,326
Other Immigration Violator,New York City,ECUADOR,2023,3,7,Apr 2023,229
Other Immigration Violator,New York City,ECUADOR,2023,3,8,May 2023,251
Other Immigration Violator,New York City,ECUADOR,2023,3,9,Jun 2023,286
Other Immigration Violator,New York City,ECUADOR,2023,4,10,Jul 2023,273
Other Immigration Violator,New York City,ECUADOR,2023,4,11,Aug 2023,283
Other Immigration Violator,New York City,ECUADOR,2023,4,12,Sep 2023,196
Other Immigration Violator,New York City,ECUADOR,2024,1,3,Dec 2023,274
Other Immigration Violator,New York City,ECUADOR,2024,1,2,Nov 2023,298
Other Immigration Violator,New York City,ECUADOR,2024,1,1,Oct 2023,262
Other Immigration Violator,New York City,ECUADOR,2024,2,5,Feb 2024,156
Other Immigration Violator,New York City,ECUADOR,2024,2,6,Mar 2024,170
Other Immigration Violator,New York City,ECUADOR,2024,2,4,Jan 2024,197
Other Immigration Violator,New York City,ECUADOR,2024,3,7,Apr 2024,99
Other Immigration Violator,New York City,ECUADOR,2024,3,8,May 2024,61
Other Immigration Violator,New York City,ECUADOR,2024,3,9,Jun 2024,58
Other Immigration Violator,New York City,ECUADOR,2024,4,10,Jul 2024,91
Other Immigration Violator,New York City,ECUADOR,2024,4,11,Aug 2024,73
Other Immigration Violator,New York City,ECUADOR,2024,4,12,Sep 2024,47
Other Immigration Violator,New York City,EL SALVADOR,2021,3,7,Apr 2021,18
Other Immigration Violator,New York City,EL SALVADOR,2021,3,8,May 2021,43
Other Immigration Violator,New York City,EL SALVADOR,2021,3,9,Jun 2021,63
Other Immigration Violator,New York City,EL SALVADOR,2021,4,10,Jul 2021,84
Other Immigration Violator,New York City,EL SALVADOR,2021,4,11,Aug 2021,43
Other Immigration Violator,New York City,EL SALVADOR,2021,4,12,Sep 2021,49
Other Immigration Violator,New York City,EL SALVADOR,2022,1,3,Dec 2021,57
Other Immigration Violator,New York City,EL SALVADOR,2022,1,2,Nov 2021,78
Other Immigration Violator,New York City,EL SALVADOR,2022,1,1,Oct 2021,54
Other Immigration Violator,New York City,EL SALVADOR,2022,2,5,Feb 2022,41
Other Immigration Violator,New York City,EL SALVADOR,2022,2,6,Mar 2022,53
Other Immigration Violator,New York City,EL SALVADOR,2022,2,4,Jan 2022,53
Other Immigration Violator,New York City,EL SALVADOR,2022,3,7,Apr 2022,46
Other Immigration Violator,New York City,EL SALVADOR,2022,3,8,May 2022,30
Other Immigration Violator,New York City,EL SALVADOR,2022,3,9,Jun 2022,45
Other Immigration Violator,New York City,EL SALVADOR,2022,4,10,Jul 2022,13
Other Immigration Violator,New York City,EL SALVADOR,2022,4,11,Aug 2022,15
Other Immigration Violator,New York City,EL SALVADOR,2022,4,12,Sep 2022,11
Other Immigration Violator,New York City,EL SALVADOR,2024,3,8,May 2024,12
Other Immigration Violator,New York City,FRANCE,2021,4,10,Jul 2021,13
Other Immigration Violator,New York City,GEORGIA,2022,3,7,Apr 2022,11
Other Immigration Violator,New York City,GEORGIA,2023,1,3,Dec 2022,10
Other Immigration Violator,New York City,GEORGIA,2023,1,1,Oct 2022,13
Other Immigration Violator,New York City,GEORGIA,2023,3,7,Apr 2023,11
Other Immigration Violator,New York City,GUATEMALA,2021,3,7,Apr 2021,10
Other Immigration Violator,New York City,GUATEMALA,2021,3,8,May 2021,42
Other Immigration Violator,New York City,GUATEMALA,2021,3,9,Jun 2021,50
Other Immigration Violator,New York City,GUATEMALA,2021,4,10,Jul 2021,47
Other Immigration Violator,New York City,GUATEMALA,2021,4,11,Aug 2021,19
Other Immigration Violator,New York City,GUATEMALA,2021,4,12,Sep 2021,58
Other Immigration Violator,New York City,GUATEMALA,2022,1,3,Dec 2021,34
Other Immigration Violator,New York City,GUATEMALA,2022,1,2,Nov 2021,57
Other Immigration Violator,New York City,GUATEMALA,2022,1,1,Oct 2021,27
Other Immigration Violator,New York City,GUATEMALA,2022,2,5,Feb 2022,38
Other Immigration Violator,New York City,GUATEMALA,2022,2,6,Mar 2022,52
Other Immigration Violator,New York City,GUATEMALA,2022,2,4,Jan 2022,34
Other Immigration Violator,New York City,GUATEMALA,2022,3,7,Apr 2022,41
Other Immigration Violator,New York City,GUATEMALA,2022,3,8,May 2022,15
Other Immigration Violator,New York City,GUATEMALA,2022,3,9,Jun 2022,29
Other Immigration Violator,New York City,GUATEMALA,2022,4,10,Jul 2022,18
Other Immigration Violator,New York City,GUATEMALA,2022,4,11,Aug 2022,25
Other Immigration Violator,New York City,GUATEMALA,2022,4,12,Sep 2022,14
Other Immigration Violator,New York City,GUATEMALA,2024,2,5,Feb 2024,10
Other Immigration Violator,New York City,GUATEMALA,2024,2,4,Jan 2024,13
Other Immigration Violator,New York City,HAITI,2021,3,9,Jun 2021,14
Other Immigration Violator,New York City,HAITI,2021,4,10,Jul 2021,30
Other Immigration Violator,New York City,HAITI,2021,4,11,Aug 2021,24
Other Immigration Violator,New York City,HAITI,2021,4,12,Sep 2021,44
Other Immigration Violator,New York City,HAITI,2022,1,3,Dec 2021,21
Other Immigration Violator,New York City,HAITI,2022,1,2,Nov 2021,76
Other Immigration Violator,New York City,HAITI,2022,1,1,Oct 2021,67
Other Immigration Violator,New York City,HAITI,2022,2,5,Feb 2022,31
Other Immigration Violator,New York City,HAITI,2022,2,6,Mar 2022,47
Other Immigration Violator,New York City,HAITI,2022,2,4,Jan 2022,26
Other Immigration Violator,New York City,HAITI,2022,3,7,Apr 2022,36
Other Immigration Violator,New York City,HAITI,2022,3,8,May 2022,18
Other Immigration Violator,New York City,HAITI,2022,3,9,Jun 2022,29
Other Immigration Violator,New York City,HAITI,2022,4,10,Jul 2022,12
Other Immigration Violator,New York City,HAITI,2022,4,11,Aug 2022,24
Other Immigration Violator,New York City,HAITI,2022,4,12,Sep 2022,11
Other Immigration Violator,New York City,HAITI,2023,1,3,Dec 2022,10
Other Immigration Violator,New York City,HAITI,2023,1,2,Nov 2022,10
Other Immigration Violator,New York City,HONDURAS,2021,3,8,May 2021,44
Other Immigration Violator,New York City,HONDURAS,2021,3,9,Jun 2021,151
Other Immigration Violator,New York City,HONDURAS,2021,4,10,Jul 2021,77
Other Immigration Violator,New York City,HONDURAS,2021,4,11,Aug 2021,64
Other Immigration Violator,New York City,HONDURAS,2021,4,12,Sep 2021,72
Other Immigration Violator,New York City,HONDURAS,2022,1,3,Dec 2021,89
Other Immigration Violator,New York City,HONDURAS,2022,1,2,Nov 2021,115
Other Immigration Violator,New York City,HONDURAS,2022,1,1,Oct 2021,48
Other Immigration Violator,New York City,HONDURAS,2022,2,5,Feb 2022,89
Other Immigration Violator,New York City,HONDURAS,2022,2,6,Mar 2022,104
Other Immigration Violator,New York City,HONDURAS,2022,2,4,Jan 2022,74
Other Immigration Violator,New York City,HONDURAS,2022,3,7,Apr 2022,76
Other Immigration Violator,New York City,HONDURAS,2022,3,8,May 2022,41
Other Immigration Violator,New York City,HONDURAS,2022,3,9,Jun 2022,35
Other Immigration Violator,New York City,HONDURAS,2022,4,10,Jul 2022,38
Other Immigration Violator,New York City,HONDURAS,2022,4,11,Aug 2022,26
Other Immigration Violator,New York City,HONDURAS,2023,2,6,Mar 2023,15
Other Immigration Violator,New York City,HONDURAS,2023,3,9,Jun 2023,21
Other Immigration Violator,New York City,HONDURAS,2023,4,10,Jul 2023,17
Other Immigration Violator,New York City,HONDURAS,2023,4,11,Aug 2023,20
Other Immigration Violator,New York City,HONDURAS,2024,2,6,Mar 2024,11
Other Immigration Violator,New York City,HONDURAS,2024,2,4,Jan 2024,11
Other Immigration Violator,New York City,INDIA,2022,3,9,Jun 2022,13
Other Immigration Violator,New York City,INDIA,2023,1,2,Nov 2022,11
Other Immigration Violator,New York City,INDIA,2023,2,6,Mar 2023,24
Other Immigration Violator,New York City,INDIA,2023,2,4,Jan 2023,22
Other Immigration Violator,New York City,INDIA,2023,4,10,Jul 2023,23
Other Immigration Violator,New York City,INDIA,2023,4,11,Aug 2023,14
Other Immigration Violator,New York City,JAMAICA,2023,1,3,Dec 2022,21
Other Immigration Violator,New York City,JAMAICA,2023,1,2,Nov 2022,11
Other Immigration Violator,New York City,JAMAICA,2023,2,6,Mar 2023,19
Other Immigration Violator,New York City,JAMAICA,2023,2,4,Jan 2023,24
Other Immigration Violator,New York City,JAMAICA,2023,3,7,Apr 2023,14
Other Immigration Violator,New York City,JAMAICA,2023,3,9,Jun 2023,13
Other Immigration Violator,New York City,JAMAICA,2023,4,11,Aug 2023,11
Other Immigration Violator,New York City,JAMAICA,2023,4,12,Sep 2023,12
Other Immigration Violator,New York City,JAMAICA,2024,1,3,Dec 2023,11
Other Immigration Violator,New York City,JAMAICA,2024,1,1,Oct 2023,13
Other Immigration Violator,New York City,NICARAGUA,2021,3,8,May 2021,14
Other Immigration Violator,New York City,NICARAGUA,2021,4,10,Jul 2021,27
Other Immigration Violator,New York City,NICARAGUA,2021,4,11,Aug 2021,23
Other Immigration Violator,New York City,NICARAGUA,2021,4,12,Sep 2021,12
Other Immigration Violator,New York City,NICARAGUA,2022,1,3,Dec 2021,17
Other Immigration Violator,New York City,NICARAGUA,2022,1,2,Nov 2021,24
Other Immigration Violator,New York City,NICARAGUA,2022,1,1,Oct 2021,24
Other Immigration Violator,New York City,NICARAGUA,2022,2,6,Mar 2022,50
Other Immigration Violator,New York City,NICARAGUA,2022,2,4,Jan 2022,16
Other Immigration Violator,New York City,NICARAGUA,2022,3,7,Apr 2022,41
Other Immigration Violator,New York City,NICARAGUA,2022,3,8,May 2022,83
Other Immigration Violator,New York City,NICARAGUA,2022,3,9,Jun 2022,65
Other Immigration Violator,New York City,NICARAGUA,2022,4,10,Jul 2022,62
Other Immigration Violator,New York City,NICARAGUA,2022,4,11,Aug 2022,63
Other Immigration Violator,New York City,NICARAGUA,2022,4,12,Sep 2022,55
Other Immigration Violator,New York City,NICARAGUA,2023,1,3,Dec 2022,61
Other Immigration Violator,New York City,NICARAGUA,2023,1,2,Nov 2022,55
Other Immigration Violator,New York City,NICARAGUA,2023,1,1,Oct 2022,47
Other Immigration Violator,New York City,NICARAGUA,2023,2,5,Feb 2023,45
Other Immigration Violator,New York City,NICARAGUA,2023,2,6,Mar 2023,54
Other Immigration Violator,New York City,NICARAGUA,2023,2,4,Jan 2023,45
Other Immigration Violator,New York City,NICARAGUA,2023,3,7,Apr 2023,49
Other Immigration Violator,New York City,NICARAGUA,2023,3,8,May 2023,80
Other Immigration Violator,New York City,NICARAGUA,2023,3,9,Jun 2023,46
Other Immigration Violator,New York City,NICARAGUA,2023,4,10,Jul 2023,22
Other Immigration Violator,New York City,NICARAGUA,2023,4,11,Aug 2023,44
Other Immigration Violator,New York City,NICARAGUA,2023,4,12,Sep 2023,29
Other Immigration Violator,New York City,NICARAGUA,2024,1,3,Dec 2023,24
Other Immigration Violator,New York City,NICARAGUA,2024,1,2,Nov 2023,28
Other Immigration Violator,New York City,NICARAGUA,2024,1,1,Oct 2023,37
Other Immigration Violator,New York City,NICARAGUA,2024,2,5,Feb 2024,16
Other Immigration Violator,New York City,NICARAGUA,2024,2,6,Mar 2024,26
Other Immigration Violator,New York City,NICARAGUA,2024,2,4,Jan 2024,29
Other Immigration Violator,New York City,NICARAGUA,2024,3,7,Apr 2024,34
Other Immigration Violator,New York City,NICARAGUA,2024,3,8,May 2024,12
Other Immigration Violator,New York City,NICARAGUA,2024,4,10,Jul 2024,15
Other Immigration Violator,New York City,NICARAGUA,2024,4,12,Sep 2024,13
Other Immigration Violator,New York City,PERU,2022,2,6,Mar 2022,45
Other Immigration Violator,New York City,PERU,2022,3,8,May 2022,32
Other Immigration Violator,New York City,PERU,2022,3,9,Jun 2022,88
Other Immigration Violator,New York City,PERU,2022,4,10,Jul 2022,76
Other Immigration Violator,New York City,PERU,2022,4,11,Aug 2022,75
Other Immigration Violator,New York City,PERU,2022,4,12,Sep 2022,48
Other Immigration Violator,New York City,PERU,2023,1,3,Dec 2022,94
Other Immigration Violator,New York City,PERU,2023,1,2,Nov 2022,48
Other Immigration Violator,New York City,PERU,2023,1,1,Oct 2022,69
Other Immigration Violator,New York City,PERU,2023,2,5,Feb 2023,103
Other Immigration Violator,New York City,PERU,2023,2,6,Mar 2023,106
Other Immigration Violator,New York City,PERU,2023,2,4,Jan 2023,109
Other Immigration Violator,New York City,PERU,2023,3,7,Apr 2023,87
Other Immigration Violator,New York City,PERU,2023,3,8,May 2023,89
Other Immigration Violator,New York City,PERU,2023,3,9,Jun 2023,87
Other Immigration Violator,New York City,PERU,2023,4,10,Jul 2023,72
Other Immigration Violator,New York City,PERU,2023,4,11,Aug 2023,65
Other Immigration Violator,New York City,PERU,2023,4,12,Sep 2023,57
Other Immigration Violator,New York City,PERU,2024,1,3,Dec 2023,65
Other Immigration Violator,New York City,PERU,2024,1,2,Nov 2023,48
Other Immigration Violator,New York City,PERU,2024,1,1,Oct 2023,58
Other Immigration Violator,New York City,PERU,2024,2,5,Feb 2024,21
Other Immigration Violator,New York City,PERU,2024,2,6,Mar 2024,16
Other Immigration Violator,New York City,PERU,2024,2,4,Jan 2024,56
Other Immigration Violator,New York City,PERU,2024,3,9,Jun 2024,13
Other Immigration Violator,New York City,PERU,2024,4,10,Jul 2024,23
Other Immigration Violator,New York City,PERU,2024,4,11,Aug 2024,19
Other Immigration Violator,New York City,ROMANIA,2022,3,8,May 2022,10
Other Immigration Violator,New York City,RUSSIA,2022,3,7,Apr 2022,12
Other Immigration Violator,New York City,RUSSIA,2022,3,8,May 2022,10
Other Immigration Violator,New York City,RUSSIA,2022,3,9,Jun 2022,13
Other Immigration Violator,New York City,RUSSIA,2022,4,10,Jul 2022,14
Other Immigration Violator,New York City,RUSSIA,2023,2,5,Feb 2023,11
Other Immigration Violator,New York City,RUSSIA,2023,2,4,Jan 2023,11
Other Immigration Violator,New York City,UZBEKISTAN,2022,2,6,Mar 2022,26
Other Immigration Violator,New York City,UZBEKISTAN,2022,2,4,Jan 2022,11
Other Immigration Violator,New York City,UZBEKISTAN,2022,3,7,Apr 2022,12
Other Immigration Violator,New York City,UZBEKISTAN,2022,3,8,May 2022,14
Other Immigration Violator,New York City,UZBEKISTAN,2022,3,9,Jun 2022,27
Other Immigration Violator,New York City,UZBEKISTAN,2022,4,11,Aug 2022,12
Other Immigration Violator,New York City,UZBEKISTAN,2022,4,12,Sep 2022,11
Other Immigration Violator,New York City,UZBEKISTAN,2023,4,10,Jul 2023,11
Other Immigration Violator,New York City,UZBEKISTAN,2023,4,12,Sep 2023,12
Other Immigration Violator,New York City,UZBEKISTAN,2024,1,2,Nov 2023,29
Other Immigration Violator,New York City,UZBEKISTAN,2024,3,7,Apr 2024,13
Other Immigration Violator,New York City,VENEZUELA,2021,4,12,Sep 2021,15
Other Immigration Violator,New York City,VENEZUELA,2022,1,3,Dec 2021,12
Other Immigration Violator,New York City,VENEZUELA,2022,1,2,Nov 2021,24
Other Immigration Violator,New York City,VENEZUELA,2022,1,1,Oct 2021,17
